#Model 1
# x   f(x)
4.411520087902455 15.756745808747427
9.487809621560919 31.793752566124454
9.11707049006726 30.097549384082367
1.8708319988232158 6.7865022207214025
1.4661876180867728 5.973013876403233
3.635159947057476 12.766403062937753
0.2824714634112313 1.6238946044778722
6.733645251981361 22.93418116492911
1.0609515247137113 3.900392357931656
7.125008287832885 24.264315485907996
4.9496259166945755 16.416459388092637
5.679579495596415 19.162000787096726
9.540807764762077 32.26125299406033
6.623395625520926 23.26198254936056
1.3000471748596887 5.595269857280325
3.934706609488985 14.108211222358578
6.896911759008563 23.51847944047943
7.345308750440903 24.56950080935803
4.636589973712228 16.020684050130725
2.179713379044883 8.12375405019918
4.628742297771388 16.05849519126575
5.12385667344129 17.260023301523507
0.7865205931143104 3.3508621206899414
0.16986490621668016 1.7439320512047267
6.623352750420141 22.67000856991163
4.804443977043277 16.344139420498752
0.7694874184202849 3.604949029723394
9.519204739467007 31.519911764875427
4.435044984327447 15.302833053079029
1.5536912706473782 6.051325739897199
2.1249750624425245 7.3298966123117575
5.752376983511544 19.864474405837743
5.096064050982786 17.981464463885885
2.7116316869120762 10.357765556720322
5.3086422739172985 17.606590533636297
8.061801211004552 26.382172968215425
0.015510689929156829 0.7672973629183605
4.90614326508398 16.6584310185723
2.2172801648998575 8.282273647862349
5.1816772256936074 17.722520346114045
5.281451222765466 17.675981217853305
8.93443021476891 29.595983450385667
8.611853605377796 28.479488754144953
0.08509048053468748 1.5311986470314543
2.9105007187020684 10.425142398694486
2.447760551354584 9.78292197505412
1.8423316062490835 7.298782679074662
6.767938261035134 22.63602136185654
7.830840613735966 26.045941699344098
7.742672739583107 26.13985871620188
2.945585095870439 11.125716202214615
1.7907305024825304 6.98176828830588
4.133924076422224 15.744339253288825
0.2548052100275511 3.09005171469455
4.291908989020717 15.79591904754711
3.790263201237385 13.24635370928674
8.664247956610717 28.750100181412513
7.077380464406722 23.763557261102317
6.6751888845225995 21.711520334494757
9.633046755745216 31.99007623313349
9.868598556362882 32.189497467057414
